80	490.34	-684.37	1065.4	1.75	0.2
120	-407.3	797.79	1175	1.75	0.2
80	-5.113	-126.4	554.89	1.75	0
80	-483.83	-806.81	1317.5	1.5	0
80	-65.598	692	835.98	2	0
80	89.436	952.72	1608.2	1.5	0
120	652.98	-46.243	2212.8	1.5	0
100	576.69	713.08	1156.4	1.75	0.2
80	622.36	535.02	2037.3	1.5	0
80	-413.63	641.05	856.47	2	0.2
120	359.51	-541.9	2267.1	2	0
100	-881.82	-106.65	1026.6	2	0
120	-990.95	124.08	1626.8	1.5	0.1
100	-49.523	942.43	1130.3	1.75	0.1
120	1009.7	-147.41	1529.8	1.5	0
80	284.74	850.23	987.94	1.75	0.2
80	310.27	83.533	2481.8	1.5	0
100	-939.29	-368.63	1278.5	2	0
80	-352.5	-219.34	2448.9	2	0
100	-85.92	748.44	2211.3	1.5	0.2
120	-436.09	-532.45	2274.6	1.75	0.2
80	246.13	-954.22	1176.1	1.5	0
120	454.01	-542.91	739.81	2	0
120	-847.93	587.68	1375.4	1.5	0
120	-755.34	-429.82	930.18	1.75	0
100	-627.32	-185.9	692	1.75	0.1
120	-178.31	-766.55	2190.3	1.5	0
100	784.13	-440.53	963.3	1.75	0
120	-900.62	-130.91	2028.7	1.5	0
80	-898.91	264.42	1986.4	2	0.2
120	780.34	665.58	1750.9	1.75	0
80	-536.3	146.41	601.54	1.75	0.2
100	157.9	924.09	1989.8	1.75	0
100	217.2	-807.89	842.45	2	0
120	744.42	-753	1393.3	1.75	0
80	460.62	-959.31	1489.8	1.75	0.1
100	-371.09	175.35	2481.9	1.5	0
100	253.95	-868.72	2062.2	1.75	0
80	-66.885	-978.48	1920.5	2	0.2
80	951.43	-291.97	1890.9	1.5	0
120	-441.57	588.18	2277.3	2	0
120	-414.74	-882.59	1945	2	0.2
80	598.65	889.39	1543.3	2	0.2
120	254.62	446.61	2442.5	1.75	0
100	-826.05	-692.05	1385.3	1.75	0
100	375.35	395.58	556.2	1.5	0.1
80	594.39	-721.23	2061	1.75	0.2
100	1045	81.543	1816.5	1.5	0
80	-281.45	1052.9	1391.1	1.75	0
120	-801.62	717.64	1707.6	1.75	0
80	575.71	595	776.9	1.5	0.1
120	-19.355	-561.19	2451.9	2	0
80	-38.19	508.17	516.66	1.75	0
80	-754.51	592.16	2054.9	1.5	0.1
100	1029.6	-260.26	1183.7	1.75	0.2
80	243.42	-325.24	2539.3	1.75	0.2
80	880.39	676.89	1371	2	0
80	644.54	-260.06	620.76	1.5	0
100	1017.1	109.67	1039.7	1.5	0
80	854	284.16	2170.5	1.5	0
120	-660.03	903.35	1401.1	2	0.1
100	602.09	117.09	555.18	1.5	0
120	256.65	75.789	405.21	2	0.1
80	-905.29	-614.09	1776.8	2	0.1
80	39.851	-1128.9	1517.5	1.5	0.1
120	417	772.87	2211	1.5	0
80	332.16	1063.2	1309.5	1.75	0
80	-141.55	172.01	387.89	1.5	0.1
120	303.61	-339.88	461.2	2	0.2
80	-375.58	-148.71	439.08	2	0
120	9.9096	240.62	2614.2	2	0
120	-709.01	472.08	742.18	2	0.2
120	1063.2	367.73	1291.3	2	0
100	-679.51	336.37	2358.2	1.5	0.2
120	-1139.5	-82.546	1361.1	2	0.2
80	-494.65	873.33	2070.3	2	0
80	-554.81	987.03	1730.8	2	0
100	287.32	-1088.3	1782.5	1.5	0
100	841.27	292.07	744.87	1.5	0.1
100	-584.73	-1008.3	1602.6	2	0.1
100	-391.72	-998.74	1030.9	1.75	0
100	-1065	474.65	1642.2	1.75	0
120	732.43	-886.44	1760.6	1.75	0.2
80	-1063.9	205.07	1031.9	2	0
80	63.613	-694.51	537.76	1.75	0
120	-874.5	81.382	697.47	1.75	0
100	-753.1	-791.74	1027.5	1.5	0.1
100	381.4	1099.5	1761.3	1.75	0
100	1052.9	450.91	1840	1.5	0.1
120	-432.16	514.1	510.48	1.75	0
100	-395.78	-708.48	618.63	2	0
120	634.5	-340.34	2468	1.5	0
100	871.88	644.64	965.86	1.5	0.2
80	310.08	756.32	598.02	2	0
80	-16.692	-145.15	2712.8	1.75	0
120	-164.66	1067.3	2072.6	1.5	0
120	-756.52	-391.65	2379	1.5	0.2
120	-36.621	-1178.7	1161.1	1.5	0
80	657.37	515.54	2400.3	1.5	0
100	-313.64	1010.2	872.56	1.75	0.2
80	-106.08	-438.72	354.75	1.5	0.1
100	-770.24	854.24	1059.8	2	0.1
120	-99.195	-1025.8	822.5	1.75	0
100	998.9	-158.06	786.07	1.75	0
80	-1200.8	279.95	1358.7	2	0.2
120	1053	-612	1261.1	1.75	0
100	924.53	-385.48	2235.5	1.75	0.2
80	728	171.66	2492.8	2	0.2
120	670.99	924.17	1993.5	1.5	0.2
120	-1008.9	583.87	1054.9	1.75	0
120	-765.48	-813.45	2057.3	1.75	0
80	1138	-501.04	1620.5	2	0
120	-397.92	-1178	1343.3	1.75	0
100	14.854	1241.5	1324.7	1.5	0
100	946.86	-664.61	1987.2	1.5	0.2
80	3.6742	677.24	2558.2	2	0
100	-667.82	-50.291	2567.4	2	0
120	-942.39	96.429	2342.6	2	0
100	-1232	-263.4	1668.6	2	0.2
120	-1140.9	-574.97	1511.5	1.5	0.2
120	-247.66	832.35	562.61	2	0
120	1263.6	42.214	1302.3	1.5	0
100	603.51	-1081.2	1173.1	2	0.2
80	639.16	952.3	899.36	2	0.1
80	63.999	1252.3	1835.2	2	0.1
120	-1209.7	78.038	1975.8	1.5	0.2
80	609.1	-940.96	833.21	1.75	0
120	-1123.4	-394.33	961.11	2	0.1
80	-320.26	483.89	2679.1	1.75	0
120	944.03	683.5	2108.9	1.75	0.2
120	781.02	1033.8	1269.5	1.5	0
120	-83.969	-118.17	189.51	1.75	0.1
120	-1026.9	-562.58	2119	1.5	0.2
80	-303.43	-756.52	2544.3	2	0
100	1158.5	-131.81	2128.9	2	0
120	-555.05	1151.5	1150.5	2	0
80	907.26	-771.46	915.3	2	0
80	-233.42	-457.92	2724.1	1.5	0
80	-778.05	-1057.8	1303.2	2	0
80	-387.27	-1231.1	1813.1	1.5	0
120	358.49	-1275	1348.9	1.75	0
100	479.91	-905.22	2355.4	2	0.2
120	-375.36	-55.834	2783.9	1.75	0
100	-738.24	-46.654	382.65	2	0
80	1303.6	287.99	1623.7	1.75	0.1
100	-1094.2	-693.87	1151.9	2	0
80	72.91	1035.3	645.34	1.5	0.1
120	-352.97	934.88	2402	1.75	0
120	219.2	1207.6	942.48	1.75	0
80	-26.256	-958.11	2449.6	1.75	0
120	-943.57	-954.33	1648.4	1.5	0.2
80	-1080.5	688.25	1931.8	1.5	0
80	114.49	1060.3	2338.3	2	0.1
100	965.51	-94.532	2449.9	1.5	0.2
80	222.89	586.47	294.45	1.75	0
100	498.77	-1125.7	2076.7	1.5	0
80	-937.71	-318.79	566.81	2	0
120	1135.8	738.25	1634.5	2	0.2
120	-379.21	-1035.8	2298.6	1.5	0
100	1055.5	-858.31	1574.6	1.5	0
120	-1356.7	74.183	1619.9	1.75	0
100	1326.7	-302.06	1381.7	2	0
80	-683.72	-743.67	2424.5	1.75	0
120	97.525	-1208.1	2137.6	2	0
100	897.95	1015.8	1698.5	1.75	0.1
100	286.58	166.16	2832.1	1.75	0
120	358.89	767.17	2580.5	1.5	0
80	418.34	1129.8	2165.8	1.75	0
80	-324.84	1292.4	1849.7	1.75	0
120	311.97	-713.25	2639.6	1.5	0
80	397.44	-762.54	420.49	1.75	0
120	488.43	-204.02	2775.7	2	0.2
100	-524.13	202.45	237.9	2	0
120	-489.09	-497.07	304.84	2	0
100	250.86	1361.9	1556.9	1.5	0
100	240.85	-1234.9	908.72	1.75	0.1
120	-1225.2	642.72	1359.5	1.75	0
120	480.23	461.36	2727	1.75	0.2
100	-764.2	-651.68	529.07	2	0
80	-656.48	-949.75	712.92	1.5	0
80	616.44	-72.337	247.59	1.75	0
100	1191.7	457.36	929.94	1.5	0.1
120	-867.72	967.76	2016.7	1.5	0
100	648.81	1239.6	1534.9	1.75	0.2
120	474.67	312.31	220.58	1.5	0
80	764.92	-730.66	582.2	1.5	0
100	-1067.8	420.58	695.29	1.5	0.1
100	-543.61	1293	1536.4	1.5	0
100	117.13	276.68	128.13	1.75	0
80	-135.33	1306.2	1000.3	2	0.1
120	1160.8	-490.29	872.9	1.75	0.2
100	1396.1	-65.644	1680.2	1.5	0.1
120	-1319.8	-76.989	1011.4	2	0.1
120	766.06	-701.83	2454.5	1.75	0
100	-223.02	460.04	184.04	1.75	0
80	-831.36	327.67	405.09	2	0
80	-679.17	768.85	527.23	1.5	0
120	-661.5	307.64	2711.3	1.5	0.2
80	823.48	-1150.2	1460.8	2	0.1
120	-1151.2	-204.56	2299.7	1.75	0.2
120	638.55	-476.54	328.35	1.5	0.1
80	-1177.5	424.99	2165	1.5	0
120	947.53	-8.1429	441.76	1.75	0
80	544.54	-1303.1	1658.7	1.75	0.1
120	-1107	885.08	1627.1	1.5	0.2
100	1322.8	-345.6	1898.3	1.5	0.1
80	810.36	366.2	387.41	2	0.2
120	755.2	864.43	2348	2	0.1
100	1005.4	-970.78	1204.6	1.5	0
100	45.564	-1407.8	1745.2	1.75	0.1
120	-640.24	709.81	2566.7	1.75	0
100	585.85	641.33	357.97	1.5	0.2
120	-860.75	1141.7	1621.9	2	0
80	1328.5	-122.18	971.33	1.75	0.2
120	1185.8	152.88	705.96	1.75	0
100	-1357.3	-396.66	1249	2	0
80	-942.96	621.74	2389.4	1.5	0
120	-224.54	-775.86	308.97	1.5	0
120	150.95	-415.43	2872.1	2	0.1
120	1341	205.02	1990.6	1.75	0.1
120	279.46	-64.59	82.938	2	0.1
100	-971.58	766.51	746.43	2	0
100	811.33	-991.39	2179.5	1.5	0.2
80	126.48	486.59	2860.9	1.5	0
80	-152.44	-1441.5	1391.5	1.5	0.2
100	1182.7	205.11	2321.5	1.75	0.2
120	-691.93	1043.3	759.3	2	0
120	-1288.5	-579.59	1848.6	1.75	0.1
80	573.37	1265.9	1068.2	1.75	0
80	-1027.8	-712.6	753.45	2	0.2
80	-1367.7	367.58	1842.6	2	0
120	1216.9	732.63	1172.6	2	0.2
120	-339.46	-1056.4	553.84	1.75	0
80	999	-452.4	536.7	1.5	0
120	-1026.7	1019	1283.9	1.75	0.1
120	-91.671	150.54	2952	2	0.2
120	190.14	-421.73	109.98	2	0.2
100	-20.677	-752.07	2758.9	1.5	0
120	436.56	1135	664.68	1.75	0.2
100	379.07	-1103.9	597.15	2	0
120	1038.4	596.08	637.56	1.75	0
120	-695.12	1004.2	2333.5	1.5	0.2
100	1002.9	975.01	996.2	1.5	0.2
120	-451.77	1227.5	2210.4	2	0
80	-831.66	-1169	1909.8	1.5	0.1
100	6.5331	-1074.6	462.11	2	0
120	288.68	1441.8	1211.1	2	0
100	-85.547	1495.2	1565	1.75	0
80	-1236.7	-127.24	659.24	1.75	0.2
80	1416.5	477	1331.6	1.75	0.2
80	-630.67	-336.59	2826.7	1.75	0.1
120	-289.45	-1406.7	1039.2	1.5	0.1
80	-250.31	139.99	18.181	1.5	0.2
100	-1388.2	428.08	1085.5	1.5	0.1
120	-1132.9	-988.7	1347	1.75	0
120	632.12	-557.53	2754.8	1.75	0
100	1267.8	531.84	2129.4	1.75	0.1
80	-68.531	816.16	227.69	2	0
80	815.88	-1221.2	1873.4	1.75	0
80	-233.27	-1339.3	2170.5	1.75	0
100	348.86	-1410.9	1932.6	2	0
100	-740.1	-1208.7	958.54	1.5	0
100	-543.42	-147.98	90.066	1.5	0.2
80	-1121.1	-893.06	2008	1.75	0
80	-672.51	1299.1	1922.2	1.75	0
100	971.28	465.98	2579.1	2	0
100	-1508.6	87.941	1294.1	2	0
100	-749.11	-1328.2	1573	1.75	0
80	953.29	-441.44	2609.6	1.75	0
100	1091.8	-984.27	1925.7	2	0.2
100	1113.7	1048.4	1413	1.5	0
80	-310.53	834.19	2752.7	1.5	0
120	-1348.5	215.88	793.34	2	0
100	1121.6	-692.22	2299.9	1.5	0
80	-408.64	1466	1246.1	1.75	0
120	1348.4	-745.61	1408.8	2	0.1
80	720.04	1314	1874.1	1.5	0
120	-966.27	-262.78	2677.1	1.75	0
100	132.59	-773.03	168.19	1.5	0
80	-451.39	814.05	259.03	2	0.2
100	-1136.9	150.75	452.19	2	0.1
120	-1505.4	392.8	1510	2	0
100	-331.38	1195.2	560.46	2	0
80	-280.58	-399.69	22.253	1.5	0
100	900.12	930.95	631.58	1.5	0.2
100	628.17	102.16	2923.7	1.5	0
120	390.97	1441.6	1952.5	1.5	0
120	-818.13	-354.23	218.06	1.75	0
100	1473.8	230.98	1036.7	2	0.1
100	874.28	-1162.3	930.18	1.75	0.1
100	150.86	-97.738	3052.1	1.5	0.1
80	-461.84	1347	855.59	2	0
80	-1045.6	-1024.1	942.95	1.5	0
100	-1551.6	-214.48	1519.9	2	0.2
100	288.67	967.21	301.62	2	0
120	1265.8	-794.53	1027.9	2	0
100	702.39	748.81	2686.1	2	0
80	-89.546	1373.5	2258.8	1.5	0
100	-61.854	-1377.5	743.18	1.5	0
100	64.239	-1515.3	1082.6	1.75	0.2
80	268.53	-1106.9	2586.1	1.5	0.2
120	1441.1	-491.14	1100.1	1.5	0.2
100	-1142.7	345.24	2531.5	2	0
100	-537.84	-702.94	2813.2	2	0
100	-1304.2	-887.61	1657.9	1.5	0
100	534.19	1088.8	2523.6	2	0
120	-845.17	1332.1	1310.1	1.75	0.2
80	-133.74	1156.1	2585.8	1.5	0
120	187.43	-1583.6	1439.7	1.5	0.1
80	958.93	137.95	2769.8	1.5	0.2
120	-148.48	-300.81	3062.1	1.5	0
120	1229.2	890.07	2023	1.5	0.2
120	-1346.1	89.518	2376.1	1.5	0
120	583.46	-1324.7	791.99	1.75	0.1
80	-1320.3	791.28	1023	1.5	0.1
100	-589.75	-1385.9	2074.9	1.5	0.1
120	-212.35	501.51	3017.7	1.5	0
120	-749.55	-1139	2364.9	2	0
120	434.04	-1497.3	1078.4	1.75	0
80	777.31	1208.5	2237.6	1.5	0
80	-1028.2	-889.52	2373.2	2	0.2
100	-1163.5	-569.26	2469	2	0.1
80	1605	149.61	1363.6	1.75	0.2
80	834.01	-188.76	2873.7	1.75	0
80	210.93	1084.5	2684.9	2	0.2
100	1376.7	-443.83	2234.7	2	0
100	-77.114	1561.5	1940.3	1.5	0
100	-1507.4	-603.44	1560.7	2	0
80	-1563.1	74.922	1942.5	1.5	0
100	1362.8	-724.54	2015.5	1.75	0.1
120	-491.16	-1349.7	734.67	1.5	0
120	359.49	-1356.1	2325.9	2	0.1
80	-594.03	-1500.4	1262.2	2	0
100	-1386	-660.78	946	2	0.2
80	-553.64	511.32	51.572	1.75	0
80	-439.17	-1567.7	1632.9	1.5	0
80	-775.48	-6.2629	2937.8	1.5	0.2
100	10.524	832.63	2906.5	1.5	0
100	-13.544	-1325.5	2456.5	1.5	0
120	1150.1	752.44	2386.5	1.5	0
120	641.77	1005.8	381.08	2	0
80	1310.7	-203.11	542.13	1.5	0
120	-495.06	236.03	3043.3	1.5	0.1
100	626.04	-927.23	2696.8	2	0.2
120	768.84	-1410.8	1179	1.75	0.1
120	-46.593	1615	1223.7	2	0.1
120	-1307.5	-481.37	635.42	2	0
80	-1001.2	658.04	379.28	2	0.1
120	-537.75	-1047.3	2646.4	1.75	0.2
100	-886.74	-635.57	2731.5	2	0
100	487.11	-694.8	79.437	1.5	0
80	1386.2	-123.85	2401	1.75	0.1
80	762.07	1263.6	743.31	1.5	0
80	-597.91	632.71	2914.1	1.75	0
120	361.57	746.34	2939.3	2	0
80	-1432.3	691.07	1982.8	1.5	0.1
120	1558.7	-564.92	1639.5	2	0.1
100	1426.8	856.01	1446.5	2	0
100	1045.7	1204.5	1980.5	1.75	0
80	-1588.4	-373.77	1841.9	1.5	0
100	933.5	723.1	322.38	1.5	0.1
80	1177.9	320.81	363.3	1.75	0
80	115.56	1554.6	899.59	1.5	0.2
80	-892.51	1291.9	929.77	1.75	0.2
100	1124.5	-920.19	671.95	1.5	0
80	-1360.7	-697.94	2188.5	2	0
100	278.5	1361	2440.9	2	0
100	923.4	135.21	103.97	1.75	0.1
120	584.4	1566.6	1665.4	2	0
120	-1234.5	927.24	2164.6	1.5	0
100	-1500.2	-203.13	2231.3	1.5	0
80	740.02	-1142.5	512.82	1.5	0.2
120	-1088.4	-587.25	360.07	1.75	0
80	85.222	-1562.9	2117.8	1.75	0
80	-241.3	-652.82	3033.1	2	0
80	806.52	425.9	2916.1	1.5	0
100	-700.44	-1036.2	371.36	2	0
80	563.95	-1585.8	1406	2	0.2
100	-43.171	1206.9	318.44	1.75	0.1
80	659.08	-1216.5	2472.5	2	0
100	1181.9	-1207.2	1582.2	1.75	0.2
80	330.97	-1077.9	238.48	1.75	0.1
100	-937.5	-1380.7	1220.9	2	0.1
100	-752.4	-702.7	154.94	1.5	0.2
80	-504.73	1600.3	1740.9	1.5	0
100	-201.02	-1064.9	2805.3	2	0
80	1501.2	740.1	1781	1.75	0
100	1633.4	440.88	1636.8	1.5	0
80	876.61	-248.7	66.227	1.5	0
100	1005.1	1364.1	1627	1.5	0.1
80	1390.1	442.02	628.56	1.5	0
120	-1378.6	981.09	1343.8	1.5	0
80	-1513	766.22	1616.7	1.75	0.1
120	369.26	729.34	5.7304	2	0
120	214.52	1674.6	1737.6	2	0.1
120	420.59	-746.58	2976.2	1.5	0
100	-1158.9	1068.1	842.32	1.5	0.1
80	-132.65	1479.7	656.65	1.75	0
100	809.63	1495.5	1332.8	1.5	0
120	-932.72	633.87	2783.9	2	0
100	-1430.7	567.06	757.05	1.5	0
80	686.33	-1435.2	2125.9	1.5	0
100	-1068.8	-69.839	166.35	1.75	0.1
80	-1182.3	-1203.4	1789.4	1.5	0
100	150.4	278.03	3182.8	2	0
100	-1474.5	-838.05	1263.7	2	0
120	-1669.3	-214.61	1182.6	1.5	0.2
120	1200.7	-120.05	2715.5	1.5	0.2
80	1666.9	86.759	1887.7	1.5	0
100	-232.02	-1640.5	1941.3	2	0.1
120	196.7	1405.6	533.75	1.75	0.1
120	-393.7	1558.8	2103.8	1.75	0.2
80	1701.8	-201.98	1361.7	1.5	0.2
80	1271	857.97	722.17	1.75	0
80	1530.7	23.552	711.87	1.75	0
